x,y
0,0
100,0
200,0
300,0
400,0
500,0
600,0
700,0
800,0
900,0
1000,0
1100,0
1200,0
1300,0
1400,0
1500,0
1600,0
1700,0
1800,0
1900,0
2000,0
2100,0
2200,0
2300,0
2400,0
2500,0
2600,0
2700,0
2800,0
2900,0
3000,0
3100,0
3200,0
3300,0
3400,0
3500,0
3600,0
3700,0
3800,0
3900,0
4000,0
4100,0
4200,0
4300,0
4400,0
4500,0
4600,0
4700,0
4800,0
4900,0
5000,0
5100,0
5200,0
5300,0
5400,0
5500,0
5600,0
5700,0
5800,0
5900,0
6000,0
6100,0
6200,0
6300,0
6400,0
6500,0
6600,0
6700,0
6800,0
6900,0
7000,0
7100,0
7200,0
7300,0
7400,0
7500,0
7600,0
7700,0
7800,0
7900,0
8000,0
8100,0
8200,0
8300,0
8400,0
8500,0
8600,0
8700,0
8800,0
8900,0
9000,0
9100,0
9200,0
9300,0
9400,0
9500,0
9600,0
9700,0
9800,0
9900,0
10000,0
10100,0
10200,0
10300,0
10400,0
10500,0
10600,0
10700,0
10800,0
10900,0
11000,0
11100,0
11200,0
11300,0
11400,0
11500,0
11600,0
11700,0
11800,0
11900,0
12000,0
12100,0
12200,0
12300,0
12400,0
12500,0
12600,0
12700,0
12800,0
12900,0
13000,0
13100,0
13200,0
13300,0
13400,0
13500,0
13600,0
13700,0
13800,0
13900,0
14000,0
14100,0
14200,0
14300,0
14400,0
14500,0
14600,0
14700,0
14800,0
14900,0
15000,0
15100,0
15200,0
15300,0
15400,0
15500,0
15600,0
15700,0
15800,0
15900,0
16000,0
16100,0
16200,0
16300,0
16400,0
16500,0
16600,0
16700,0
16800,0
16900,0
17000,0
17100,0
17200,0
17300,0
17400,0
17500,0
17600,0
17700,0
17800,0
17900,0
18000,0
18100,0
18200,0
18300,0
18400,0
18500,0
18600,0
18700,0
18800,0
18900,0
19000,0
19100,0
19200,0
19300,0
19400,0
19500,0
19600,0
19700,0
19800,0
19900,0
20000,1
20100,1
20200,1
20300,1
20400,1
20500,1
20600,1
20700,1
20800,1
20900,1
21000,1
21100,1
21200,1
21300,1
21400,1
21500,1
21600,1
21700,1
21800,1
21900,1
22000,1
22100,1
22200,1
22300,1
22400,1
22500,1
22600,1
22700,1
22800,1
22900,1
23000,1
23100,1
23200,1
23300,1
23400,1
23500,1
23600,1
23700,1
23800,1
23900,1
24000,1
24100,1
24200,2
24300,2
24400,2
24500,2
24600,2
24700,2
24800,2
24900,2
25000,2
25100,2
25200,2
25300,2
25400,2
25500,2
25600,2
25700,2
25800,2
25900,2
26000,2
26100,2
26200,2
26300,3
26400,3
26500,3
26600,3
26700,3
26800,3
26900,3
27000,3
27100,3
27200,3
27300,3
27400,3
27500,3
27600,3
27700,3
27800,3
27900,4
28000,4
28100,4
28200,4
28300,4
28400,4
28500,4
28600,4
28700,4
28800,4
28900,4
29000,4
29100,4
29200,5
29300,5
29400,5
29500,5
29600,5
29700,5
29800,5
29900,5
30000,5
30100,5
30200,5
30300,6
30400,6
30500,6
30600,6
30700,6
30800,6
30900,6
31000,6
31100,6
31200,6
31300,7
31400,7
31500,7
31600,7
31700,7
31800,7
31900,7
32000,7
32100,7
32200,7
32300,8
32400,8
32500,8
32600,8
32700,8
32800,8
32900,8
33000,8
33100,8
33200,9
33300,9
33400,9
33500,9
33600,9
33700,9
33800,9
33900,9
34000,9
34100,10
34200,10
34300,10
34400,10
34500,10
34600,10
34700,10
34800,10
34900,11
35000,11
35100,11
35200,11
35300,11
35400,11
35500,11
35600,11
35700,12
35800,12
35900,12
36000,12
36100,12
36200,12
36300,12
36400,12
36500,13
36600,13
36700,13
36800,13
36900,13
37000,13
37100,13
37200,13
37300,14
37400,14
37500,14
37600,14
37700,14
37800,14
37900,14
38000,15
38100,15
38200,15
38300,15
38400,15
38500,15
38600,15
38700,15
38800,16
38900,16
39000,16
39100,16
39200,16
39300,16
39400,16
39500,17
39600,17
39700,17
39800,17
39900,17
40000,17
40100,17
40200,18
40300,18
40400,18
40500,18
40600,18
40700,18
40800,18
40900,19
41000,19
41100,19
41200,19
41300,19
41400,19
41500,0
41600,0
41700,0
41800,0
41900,0
42000,0
42100,0
42200,0
42300,0
42400,0
42500,0
42600,0
42700,0
42800,0
42900,0
43000,0
43100,0
43200,0
43300,0
43400,0
43500,0
43600,0
43700,0
43800,0
43900,0
44000,0
44100,0
44200,0
44300,0
44400,0
44500,0
44600,0
44700,0
44800,0
44900,0
45000,0
45100,0
45200,0
45300,0
45400,0
45500,0
45600,0
45700,0
45800,0
45900,0
46000,0
46100,0
46200,0
46300,0
46400,0
46500,0
46600,0
46700,0
46800,0
46900,0
47000,0
47100,0
47200,0
47300,0
47400,0
47500,0
47600,0
47700,0
47800,0
47900,0
48000,0
48100,0
48200,0
48300,0
48400,0
48500,0
48600,0
48700,0
48800,0
48900,0
49000,0
49100,0
49200,0
49300,0
49400,0
49500,0
49600,0
49700,0
49800,0
49900,0
50000,0
50100,0
50200,0
50300,0
50400,0
50500,0
50600,0
50700,0
50800,0
50900,0
51000,0
51100,0
51200,0
51300,0
51400,0
51500,0
51600,0
51700,0
51800,0
51900,0
52000,0
52100,0
52200,0
52300,0
52400,0
52500,0
52600,0
52700,0
52800,0
52900,0
53000,0
53100,0
53200,0
53300,0
53400,0
53500,0
53600,0
53700,0
53800,0
53900,0
54000,0
54100,0
54200,0
54300,0
54400,0
54500,0
54600,0
54700,0
54800,0
54900,0
55000,0
55100,0
55200,0
55300,0
55400,0
55500,0
55600,0
55700,0
55800,0
55900,0
56000,0
56100,0
56200,0
56300,0
56400,0
56500,0
56600,0
56700,0
56800,0
56900,0
57000,0
57100,0
57200,0
57300,0
57400,0
57500,0
57600,0
57700,0
57800,0
57900,0
58000,0
58100,0
58200,0
58300,0
58400,0
58500,0
58600,0
58700,0
58800,0
58900,0
59000,0
59100,0
59200,0
59300,0
59400,0
59500,0
59600,0
59700,0
59800,0
59900,0
60000,0
60100,0
60200,0
60300,0
60400,0
60500,0
60600,0
60700,0
60800,0
60900,0
61000,0
61100,0
61200,0
61300,0
61400,0
61500,0
61600,0
61700,0
61800,0
61900,0
62000,0
62100,0
62200,0
62300,0
62400,0
62500,0
62600,0
62700,0
62800,0
62900,0
63000,0
63100,0
63200,0
63300,0
63400,0
63500,0
63600,0
63700,0
63800,0
63900,0
64000,0
64100,0
64200,0
64300,0
64400,0
64500,0
64600,0
64700,0
64800,0
64900,0
