x,y
0,0
100,0
200,0
300,0
400,0
500,0
600,0
700,0
800,0
900,0
1000,0
1100,0
1200,0
1300,0
1400,0
1500,0
1600,0
1700,0
1800,0
1900,0
2000,0
2100,0
2200,0
2300,0
2400,0
2500,0
2600,0
2700,0
2800,0
2900,0
3000,0
3100,0
3200,0
3300,0
3400,0
3500,0
3600,0
3700,0
3800,0
3900,0
4000,0
4100,0
4200,0
4300,0
4400,0
4500,0
4600,0
4700,0
4800,0
4900,0
5000,0
5100,0
5200,0
5300,0
5400,0
5500,0
5600,0
5700,0
5800,0
5900,0
6000,0
6100,0
6200,0
6300,0
6400,0
6500,0
6600,0
6700,0
6800,0
6900,0
7000,0
7100,0
7200,0
7300,0
7400,0
7500,0
7600,0
7700,0
7800,0
7900,0
8000,0
8100,0
8200,0
8300,0
8400,0
8500,0
8600,0
8700,0
8800,0
8900,0
9000,0
9100,0
9200,0
9300,0
9400,0
9500,0
9600,0
9700,0
9800,0
9900,0
10000,0
10100,0
10200,0
10300,0
10400,0
10500,0
10600,0
10700,0
10800,0
10900,0
11000,0
11100,0
11200,0
11300,0
11400,0
11500,0
11600,0
11700,0
11800,0
11900,0
12000,0
12100,0
12200,0
12300,0
12400,0
12500,0
12600,0
12700,0
12800,0
12900,0
13000,0
13100,0
13200,0
13300,0
13400,0
13500,0
13600,0
13700,0
13800,0
13900,0
14000,0
14100,0
14200,0
14300,0
14400,0
14500,0
14600,0
14700,0
14800,0
14900,0
15000,0
15100,0
15200,0
15300,0
15400,0
15500,0
15600,0
15700,0
15800,0
15900,0
16000,0
16100,0
16200,0
16300,0
16400,0
16500,0
16600,0
16700,0
16800,0
16900,0
17000,0
17100,0
17200,0
17300,0
17400,0
17500,0
17600,0
17700,0
17800,0
17900,0
18000,0
18100,0
18200,0
18300,0
18400,0
18500,0
18600,0
18700,0
18800,0
18900,0
19000,0
19100,0
19200,0
19300,0
19400,0
19500,0
19600,0
19700,0
19800,0
19900,0
20000,0
20100,0
20200,0
20300,0
20400,0
20500,0
20600,0
20700,0
20800,0
20900,0
21000,0
21100,0
21200,0
21300,0
21400,0
21500,0
21600,0
21700,0
21800,0
21900,0
22000,0
22100,0
22200,0
22300,0
22400,0
22500,0
22600,0
22700,0
22800,0
22900,0
23000,0
23100,0
23200,0
23300,0
23400,0
23500,0
23600,0
23700,0
23800,0
23900,0
24000,0
24100,0
24200,0
24300,0
24400,0
24500,0
24600,0
24700,0
24800,0
24900,0
25000,0
25100,0
25200,0
25300,0
25400,0
25500,0
25600,0
25700,0
25800,0
25900,0
26000,0
26100,0
26200,0
26300,0
26400,0
26500,0
26600,0
26700,0
26800,0
26900,0
27000,0
27100,0
27200,0
27300,0
27400,0
27500,0
27600,0
27700,0
27800,0
27900,0
28000,0
28100,0
28200,0
28300,0
28400,0
28500,0
28600,0
28700,0
28800,0
28900,0
29000,0
29100,0
29200,0
29300,0
29400,0
29500,0
29600,0
29700,0
29800,0
29900,0
30000,0
30100,0
30200,0
30300,0
30400,0
30500,0
30600,0
30700,0
30800,0
30900,0
31000,0
31100,0
31200,0
31300,0
31400,0
31500,0
31600,0
31700,0
31800,0
31900,0
32000,0
32100,0
32200,0
32300,0
32400,0
32500,0
32600,0
32700,0
32800,0
32900,0
33000,0
33100,0
33200,0
33300,0
33400,0
33500,0
33600,0
33700,0
33800,0
33900,0
34000,0
34100,0
34200,0
34300,0
34400,0
34500,0
34600,0
34700,0
34800,0
34900,0
35000,0
35100,0
35200,0
35300,0
35400,0
35500,0
35600,0
35700,0
35800,0
35900,0
36000,0
36100,0
36200,0
36300,0
36400,0
36500,0
36600,0
36700,0
36800,0
36900,0
37000,0
37100,0
37200,0
37300,0
37400,0
37500,0
37600,0
37700,0
37800,0
37900,0
38000,0
38100,0
38200,0
38300,0
38400,0
38500,0
38600,0
38700,0
38800,0
38900,0
39000,0
39100,0
39200,0
39300,0
39400,0
39500,0
39600,0
39700,0
39800,0
39900,0
40000,0
40100,0
40200,0
40300,0
40400,0
40500,0
40600,0
40700,0
40800,0
40900,0
41000,0
41100,0
41200,0
41300,0
41400,0
41500,0
41600,0
41700,0
41800,0
41900,0
42000,0
42100,0
42200,1
42300,1
42400,1
42500,1
42600,1
42700,1
42800,1
42900,1
43000,1
43100,1
43200,1
43300,1
43400,1
43500,1
43600,1
43700,1
43800,1
43900,1
44000,1
44100,1
44200,1
44300,1
44400,1
44500,1
44600,1
44700,1
44800,1
44900,1
45000,1
45100,1
45200,1
45300,1
45400,1
45500,1
45600,1
45700,1
45800,1
45900,1
46000,1
46100,1
46200,1
46300,1
46400,1
46500,1
46600,1
46700,1
46800,1
46900,1
47000,1
47100,1
47200,1
47300,1
47400,1
47500,1
47600,1
47700,1
47800,1
47900,1
48000,1
48100,1
48200,1
48300,1
48400,1
48500,1
48600,1
48700,1
48800,1
48900,1
49000,1
49100,1
49200,1
49300,1
49400,1
49500,1
49600,1
49700,1
49800,1
49900,1
50000,1
50100,1
50200,1
50300,1
50400,1
50500,1
50600,1
50700,1
50800,1
50900,1
51000,1
51100,1
51200,1
51300,1
51400,1
51500,1
51600,1
51700,1
51800,1
51900,1
52000,1
52100,1
52200,1
52300,1
52400,1
52500,1
52600,1
52700,1
52800,1
52900,1
53000,1
53100,1
53200,2
53300,2
53400,2
53500,2
53600,2
53700,2
53800,2
53900,2
54000,2
54100,2
54200,2
54300,2
54400,2
54500,2
54600,2
54700,2
54800,2
54900,2
55000,2
55100,2
55200,2
55300,2
55400,2
55500,2
55600,2
55700,2
55800,2
55900,2
56000,2
56100,2
56200,2
56300,2
56400,2
56500,2
56600,2
56700,2
56800,2
56900,2
57000,2
57100,2
57200,2
57300,2
57400,2
57500,2
57600,2
57700,2
57800,2
57900,2
58000,2
58100,2
58200,2
58300,2
58400,2
58500,2
58600,2
58700,2
58800,2
58900,2
59000,2
59100,3
59200,3
59300,3
59400,3
59500,3
59600,3
59700,3
59800,3
59900,3
60000,3
60100,3
60200,3
60300,3
60400,3
60500,3
60600,3
60700,3
60800,3
60900,3
61000,3
61100,3
61200,3
61300,3
61400,3
61500,3
61600,3
61700,3
61800,3
61900,3
62000,3
62100,3
62200,3
62300,3
62400,3
62500,3
62600,3
62700,3
62800,3
62900,3
63000,3
63100,3
63200,3
63300,3
63400,3
63500,4
63600,4
63700,4
63800,4
63900,4
64000,4
64100,4
64200,4
64300,4
64400,4
64500,4
64600,4
64700,4
64800,4
64900,4
65000,4
65100,4
65200,4
65300,4
65400,4
65500,4
65600,4
65700,4
65800,4
65900,4
66000,4
66100,4
66200,4
66300,4
66400,4
66500,4
66600,4
66700,4
66800,4
66900,4
67000,4
67100,4
67200,4
67300,5
67400,5
67500,5
67600,5
67700,5
67800,5
67900,5
68000,5
68100,5
68200,5
68300,5
68400,5
68500,5
68600,5
68700,5
68800,5
68900,5
69000,5
69100,5
69200,5
69300,5
69400,5
69500,5
69600,5
69700,5
69800,5
69900,5
70000,5
70100,5
70200,5
70300,5
70400,5
70500,5
70600,6
70700,6
70800,6
70900,6
71000,6
71100,6
71200,6
71300,6
71400,6
71500,6
71600,6
71700,6
71800,6
71900,6
72000,6
72100,6
72200,6
72300,6
72400,6
72500,6
72600,6
72700,6
72800,6
72900,6
73000,6
73100,6
73200,6
73300,6
73400,6
73500,6
73600,7
73700,7
73800,7
73900,7
74000,7
74100,7
74200,7
74300,7
74400,7
74500,7
74600,7
74700,7
74800,7
74900,7
75000,7
75100,7
75200,7
75300,7
75400,7
75500,7
75600,7
75700,7
75800,7
75900,7
76000,7
76100,7
76200,7
76300,8
76400,8
76500,8
76600,8
76700,8
76800,8
76900,8
77000,8
77100,8
77200,8
77300,8
77400,8
77500,8
77600,8
77700,8
77800,8
77900,8
78000,8
78100,8
78200,8
78300,8
78400,8
78500,8
78600,8
78700,8
78800,8
78900,8
79000,9
79100,9
79200,9
79300,9
79400,9
79500,9
79600,9
79700,9
79800,9
79900,9
80000,9
80100,9
80200,9
80300,9
80400,9
80500,9
80600,9
80700,9
80800,9
80900,9
81000,9
81100,9
81200,9
81300,9
81400,9
81500,10
81600,10
81700,10
81800,10
81900,10
82000,10
82100,10
82200,10
82300,10
82400,10
82500,10
82600,10
82700,10
82800,10
82900,10
83000,10
83100,10
83200,10
83300,10
83400,10
83500,10
83600,10
83700,10
83800,10
83900,11
84000,11
84100,11
84200,11
84300,11
84400,11
84500,11
84600,11
84700,11
84800,11
84900,11
85000,11
85100,11
85200,11
85300,11
85400,11
85500,11
85600,11
85700,11
85800,11
85900,11
86000,11
86100,11
86200,12
86300,12
86400,12
86500,12
86600,12
86700,12
86800,12
86900,12
87000,12
87100,12
87200,12
87300,12
87400,12
87500,12
87600,12
87700,12
87800,12
87900,12
88000,12
88100,12
88200,12
88300,12
88400,13
88500,13
88600,13
88700,13
88800,13
88900,13
89000,13
89100,13
89200,13
89300,13
89400,13
89500,13
89600,13
89700,13
89800,13
89900,13
90000,13
90100,13
90200,13
90300,13
90400,13
90500,13
90600,14
90700,14
90800,14
90900,14
91000,14
91100,14
91200,14
91300,14
91400,14
91500,14
91600,14
91700,14
91800,14
91900,14
92000,14
92100,14
92200,14
92300,14
92400,14
92500,14
92600,14
92700,15
92800,15
92900,15
93000,15
93100,15
93200,15
93300,15
93400,15
93500,15
93600,15
93700,15
93800,15
93900,15
94000,15
94100,15
94200,15
94300,15
94400,15
94500,15
94600,15
94700,15
94800,16
94900,16
95000,16
95100,16
95200,16
95300,16
95400,16
95500,16
95600,16
95700,16
95800,16
95900,16
96000,16
96100,16
96200,16
96300,16
96400,16
96500,16
96600,16
96700,16
96800,17
96900,17
97000,17
97100,17
97200,17
97300,17
97400,17
97500,17
97600,17
97700,17
97800,17
97900,17
98000,17
98100,17
98200,17
98300,17
98400,17
98500,17
98600,17
98700,17
98800,18
98900,18
99000,18
99100,18
99200,18
99300,18
99400,18
99500,18
99600,18
99700,18
99800,18
99900,18
100000,18
100100,18
100200,18
100300,18
100400,18
100500,18
100600,18
100700,19
100800,19
100900,19
101000,19
101100,19
101200,19
101300,19
101400,19
101500,19
101600,19
101700,19
101800,19
101900,19
102000,19
102100,19
102200,19
102300,19
102400,19
102500,19
102600,19
102700,20
102800,20
102900,20
103000,20
103100,20
103200,20
103300,20
103400,20
103500,20
103600,20
103700,20
103800,20
103900,20
104000,20
104100,20
104200,20
104300,20
104400,20
104500,0
104600,0
104700,0
104800,0
104900,0
105000,0
105100,0
105200,0
105300,0
105400,0
105500,0
105600,0
105700,0
105800,0
105900,0
106000,0
106100,0
106200,0
106300,0
106400,0
106500,0
106600,0
106700,0
106800,0
106900,0
107000,0
107100,0
107200,0
107300,0
107400,0
107500,0
107600,0
107700,0
107800,0
107900,0
108000,0
108100,0
108200,0
108300,0
108400,0
108500,0
108600,0
108700,0
108800,0
108900,0
109000,0
109100,0
109200,0
109300,0
109400,0
109500,0
109600,0
109700,0
109800,0
109900,0
