x,y

42100,0
42200,1
42300,1
42400,1
42500,1
42600,1
42700,1
42800,1
42900,1
43000,1
43100,1
43200,1
43300,1
43400,1
43500,1
43600,1
43700,1
43800,1
43900,1
44000,1
44100,1
44200,1
44300,1
44400,1
44500,1
44600,1
44700,1
44800,1
44900,1
45000,1
45100,1
45200,1
45300,1
45400,1
45500,1
45600,1
45700,1
45800,1
45900,1
46000,1
46100,1
46200,1
46300,1
46400,1
46500,1
46600,1
46700,1
46800,1
46900,1
47000,1
47100,1
47200,1
47300,1
47400,1
47500,1
47600,1
47700,1
47800,1
47900,1
48000,1
48100,1
48200,1
48300,1
48400,1
48500,1
48600,1
48700,1
48800,1
48900,1
49000,1
49100,1
49200,1
49300,1
49400,1
49500,1
49600,1
49700,1
49800,1
49900,1
50000,1
50100,1
50200,1
50300,1
50400,1
50500,1
50600,1
50700,1
50800,1
50900,1
51000,1
51100,1
51200,1
51300,1
51400,1
51500,1
51600,1
51700,1
51800,1
51900,1
52000,1
52100,1
52200,1
52300,1
52400,1
52500,1
52600,1
52700,1
52800,1
52900,1
53000,1
53100,1
53200,2
53300,2
53400,2
53500,2
53600,2
53700,2
53800,2
53900,2
54000,2
54100,2
54200,2
54300,2
54400,2
54500,2
54600,2
54700,2
54800,2
54900,2
55000,2
55100,2
55200,2
55300,2
55400,2
55500,2
55600,2
55700,2
55800,2
55900,2
56000,2
56100,2
56200,2
56300,2
56400,2
56500,2
56600,2
56700,2
56800,2
56900,2
57000,2
57100,2
57200,2
57300,2
57400,2
57500,2
57600,2
57700,2
57800,2
57900,2
58000,2
58100,2
58200,2
58300,2
58400,2
58500,2
58600,2
58700,2
58800,2
58900,2
59000,2
59100,3
59200,3
59300,3
59400,3
59500,3
59600,3
59700,3
59800,3
59900,3
60000,3
60100,3
60200,3
60300,3
60400,3
60500,3
60600,3
60700,3
60800,3
60900,3
61000,3
61100,3
61200,3
61300,3
61400,3
61500,3
61600,3
61700,3
61800,3
61900,3
62000,3
62100,3
62200,3
62300,3
62400,3
62500,3
62600,3
62700,3
62800,3
62900,3
63000,3
63100,3
63200,3
63300,3
63400,3
63500,4
63600,4
63700,4
63800,4
63900,4
64000,4
64100,4
64200,4
64300,4
64400,4
64500,4
64600,4
64700,4
64800,4
64900,4
65000,4
65100,4
65200,4
65300,4
65400,4
65500,4
65600,4
65700,4
65800,4
65900,4
66000,4
66100,4
66200,4
66300,4
66400,4
66500,4
66600,4
66700,4
66800,4
66900,4
67000,4
67100,4
67200,4
67300,5
67400,5
67500,5
67600,5
67700,5
67800,5
67900,5
68000,5
68100,5
68200,5
68300,5
68400,5
68500,5
68600,5
68700,5
68800,5
68900,5
69000,5
69100,5
69200,5
69300,5
69400,5
69500,5
69600,5
69700,5
69800,5
69900,5
70000,5
70100,5
70200,5
70300,5
70400,5
70500,5
70600,6
70700,6
70800,6
70900,6
71000,6
71100,6
71200,6
71300,6
71400,6
71500,6
71600,6
71700,6
71800,6
71900,6
72000,6
72100,6
72200,6
72300,6
72400,6
72500,6
72600,6
72700,6
72800,6
72900,6
73000,6
73100,6
73200,6
73300,6
73400,6
73500,6
73600,7
73700,7
73800,7
73900,7
74000,7
74100,7
74200,7
74300,7
74400,7
74500,7
74600,7
74700,7
74800,7
74900,7
75000,7
75100,7
75200,7
75300,7
75400,7
75500,7
75600,7
75700,7
75800,7
75900,7
76000,7
76100,7
76200,7
76300,8
76400,8
76500,8
76600,8
76700,8
76800,8
76900,8
77000,8
77100,8
77200,8
77300,8
77400,8
77500,8
77600,8
77700,8
77800,8
77900,8
78000,8
78100,8
78200,8
78300,8
78400,8
78500,8
78600,8
78700,8
78800,8
78900,8
79000,9
79100,9
79200,9
79300,9
79400,9
79500,9
79600,9
79700,9
79800,9
79900,9
80000,9
80100,9
80200,9
80300,9
80400,9
80500,9
80600,9
80700,9
80800,9
80900,9
81000,9
81100,9
81200,9
81300,9
81400,9
81500,10
81600,10
81700,10
81800,10
81900,10
82000,10
82100,10
82200,10
82300,10
82400,10
82500,10
82600,10
82700,10
82800,10
82900,10
83000,10
83100,10
83200,10
83300,10
83400,10
83500,10
83600,10
83700,10
83800,10
83900,11
84000,11
84100,11
84200,11
84300,11
84400,11
84500,11
84600,11
84700,11
84800,11
84900,11
85000,11
85100,11
85200,11
85300,11
85400,11
85500,11
85600,11
85700,11
85800,11
85900,11
86000,11
86100,11
86200,12
86300,12
86400,12
86500,12
86600,12
86700,12
86800,12
86900,12
87000,12
87100,12
87200,12
87300,12
87400,12
87500,12
87600,12
87700,12
87800,12
87900,12
88000,12
88100,12
88200,12
88300,12
88400,13
88500,13
88600,13
88700,13
88800,13
88900,13
89000,13
89100,13
89200,13
89300,13
89400,13
89500,13
89600,13
89700,13
89800,13
89900,13
90000,13
90100,13
90200,13
90300,13
90400,13
90500,13
90600,14
90700,14
90800,14
90900,14
91000,14
91100,14
91200,14
91300,14
91400,14
91500,14
91600,14
91700,14
91800,14
91900,14
92000,14
92100,14
92200,14
92300,14
92400,14
92500,14
92600,14
92700,15
92800,15
92900,15
93000,15
93100,15
93200,15
93300,15
93400,15
93500,15
93600,15
93700,15
93800,15
93900,15
94000,15
94100,15
94200,15
94300,15
94400,15
94500,15
94600,15
94700,15
94800,16
94900,16
95000,16
95100,16
95200,16
95300,16
95400,16
95500,16
95600,16
95700,16
95800,16
95900,16
96000,16
96100,16
96200,16
96300,16
96400,16
